Verdict,Scope,Enclosure,ActorType,Actor,ContainingLevelInstance,InheritedRuntimeLayer,OtherOwnRuntimeLayers,LevelInstanceChain,OutlinerPath,SoftObjectPath,GUID
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_3,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_3,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860D8102_1757689087,284F02FB-455A-6EA1-81B8-C0B5D5E7375D
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_4,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_4,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860D8102_1888982093,2BEB2EF8-41E4-B63A-97CF-4C8BD6A925CF
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_5,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_5,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860D8102_1888983094,275C28F2-4786-4DA0-DDED-41B755F501EE
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_6,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_6,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860E8102_2094937330,D3444E5A-4C78-008E-0795-7992AE473866
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_7,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_7,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860E8102_2112790331,A8A185D3-478D-571F-9D6F-6EB634A13FE9
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_8,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_8,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860E8102_2125103332,8A5B4476-41FA-C959-3662-71A4EC0D968D
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_A_9,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_A_9,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860E8102_2135448333,C6234CC2-45F5-B847-7114-0C915BBE3312
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_BaseColumn_B_1,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_BaseColumn_B_1,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860D8102_1637380064,FFA81367-4CC8-0E01-4E7B-AC99491E7AF3
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_1,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_1,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB860E8102_1168280280,FEB16DCF-4B35-1297-9898-5FBBD0479FE9
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_10,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_10,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1536026073,792B6723-4445-AA6A-C660-E0926528E640
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_100,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_100,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86158202_1565305615,61ABDE4B-4C53-9DF4-2F09-F78449FCF31F
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_101,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_101,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86158202_1676764619,FB381B48-47F8-7D78-CD1E-06A97720B9E5
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_102,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_102,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86158202_1681752620,4AC33C19-4F66-8EF3-17E4-8BADC47F06F5
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_103,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_103,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_1799268426,3C5C348E-47FB-96C6-B6CF-CB9CF4DE5901
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_104,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_104,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_2048105429,12E0D6E1-4AA4-18D5-88C1-F1BB79EC9870
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_105,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_105,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_2060262430,BD60A88C-4907-687A-DEFF-888892A9F361
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_106,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_106,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_2077164431,3246DB52-42D8-33C1-22B5-C583AEF5E65A
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_107,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_107,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_2089548432,7B77496C-4C68-CC28-76C0-7398A4840D61
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_108,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_108,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_2118136433,5F5D788E-4A99-440A-12F0-E6BC3CD8B716
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_109,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_109,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86148202_2126929434,88F4B95B-4056-6F5F-070C-97B7930FD33D
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_11,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_11,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1536027074,0BC0D744-48DC-783E-817F-709AF754DCA4
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_110,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_110,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86158202_1691712621,5E4C6F76-4D4B-66D6-8C3B-4B8EEC596F76
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_111,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_111,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86158202_1691714622,7F0AB6C6-41FC-1612-0EFF-898B814ACD38
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_112,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_112,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86158202_1691715623,8EA4A479-4E5B-0E1E-795F-FB8266060869
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_113,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_113,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86538202_2003189567,8475182C-451F-5FB8-7AAD-F2B0B9154608
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_114,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_114,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86538202_2003191568,69B0B91D-4E04-B026-D68F-089871B711BF
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_115,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_115,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86538202_2003191569,9961E58B-460B-2C05-9275-CDA09092EF61
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_116,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_116,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86598202_1757712439,28C6B59C-4C65-BCB0-81B8-9CB8A0811CD5
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_117,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_117,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86598202_1757715440,EE74F612-44A3-90A7-21CA-A48EDFA86BA7
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_118,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_118,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86598202_1757716441,5A607BB1-4203-5A22-1014-07A7C895837B
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_119,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_119,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86598202_1757717442,C71153AB-4B9F-D189-C3AC-50AEDCAAAE87
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_12,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_12,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1536028075,6F808BAA-486A-13AF-CA4E-93860EFB1690
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_DoorFrame_ColumnDecor_B_120,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Porch/SM_HW_EH_DoorFrame_ColumnDecor_B_120,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB865A8202_1250851640,2994CFC0-4A74-10A0-1376-219D709A30B8
