Area,ActorLabel,Class,OutlinerPath,Guid,PlacementCount,OwnDataLayers,InheritedDataLayers,LevelInstanceChain,OwningLevelAsset,ReferencedLevelAsset,CenterX,CenterY,CenterZ
Hogwarts,SM_HW_Column_A_2M_35,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_2M_35,AC382236-40E4-6F75-3B1F-43AAB8B75C4C,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9908.6,-25642.3,11914.7
Hogwarts,SM_HW_Column_A_2M_36,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_2M_36,12FD671D-4ED7-5EAC-C7E8-F0AB8A911B5C,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9908.6,-25642.3,11703.0
Hogwarts,SM_HW_Column_A_2M_4,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_2M_4,69CB814B-47DD-DF26-3194-98B5A4F43E45,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8467.0,-25896.7,11703.0
Hogwarts,SM_HW_Column_A_2M_5,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_2M_5,B1D73294-45EA-F415-7883-54978E232588,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8467.0,-25896.7,11914.7
Hogwarts,SM_HW_Column_A_2M_6,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_2M_6,53D2700B-43C0-A0A8-FFC0-AE85E177A163,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8467.0,-25896.7,12126.5
Hogwarts,SM_HW_Column_A_Base_1,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_1,1EAACDB1-470A-B1B2-CFE1-BE88AA363133,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8565.5,-26313.3,11497.1
Hogwarts,SM_HW_Column_A_Base_10,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_10,F67C10F4-4E36-5248-B6EC-5C9B555B0C51,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9928.6,-25625.4,10570.4
Hogwarts,SM_HW_Column_A_Base_11,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_11,782D4B28-42F1-27E0-0777-9FB7BB937528,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8731.7,-25578.4,11497.1
Hogwarts,SM_HW_Column_A_Base_12,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_12,38A4EA1B-4256-40B9-C6DB-F1AB407AB5A4,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9714.8,-26401.3,11497.1
Hogwarts,SM_HW_Column_A_Base_13,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_13,7E52B863-4BB8-824C-6C6D-318E4AEF31ED,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9960.4,-26068.2,11497.1
Hogwarts,SM_HW_Column_A_Base_14,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_14,ABC12FCC-4810-BA3A-A05B-9E9A28D6227C,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9887.1,-25656.1,11497.1
Hogwarts,SM_HW_Column_A_Base_15,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_15,96F287FB-44F6-20EF-B1E5-48969649A97B,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9538.8,-25422.9,11497.1
Hogwarts,SM_HW_Column_A_Base_16,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_16,D5456428-4800-7D8A-A7C0-A7B3D36956FE,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8706.4,-25578.9,10545.8
Hogwarts,SM_HW_Column_A_Base_2,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_2,9F16522D-4C4A-0FF0-81D6-40A497FDDE0B,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8492.0,-25902.2,11497.1
Hogwarts,SM_HW_Column_A_Base_20,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_20,9C1111AE-4024-66D3-F994-43AAFAFFBF34,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9720.7,-26437.5,10544.5
Hogwarts,SM_HW_Column_A_Base_21,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_21,E42BF571-4C55-2ABF-F0E3-86A8C1E65BF9,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9971.1,-26071.9,10550.8
Hogwarts,SM_HW_Column_A_Base_22,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_22,79F1E1EB-463B-77DB-D901-42AE2E151434,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9879.2,-25658.0,10540.7
Hogwarts,SM_HW_Column_A_Base_23,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_23,8BDA9211-4B00-C770-7A04-17AA6354C93B,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9563.0,-25388.3,10540.7
Hogwarts,SM_HW_Column_A_Base_3,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_3,EA3EA84B-449E-2116-5655-09850CD6DABB,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8906.9,-26543.9,11497.1
Hogwarts,SM_HW_Column_A_Base_5,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_5,F46FF3FD-4E90-A684-C791-908CC60A568F,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8525.0,-26344.3,10572.2
Hogwarts,SM_HW_Column_A_Base_6,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_6,607F8EBC-4308-BAD9-6ACF-8D92E0AFE252,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8900.8,-26608.8,10571.8
Hogwarts,SM_HW_Column_A_Base_7,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_7,3FCDA154-459B-DC32-83FB-E099F1A6A881,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8444.8,-25885.2,10572.5
Hogwarts,SM_HW_Column_A_Base_8,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_8,8B1CF53F-4576-59EE-4417-E3927CAAF43D,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9747.9,-26460.5,10575.0
Hogwarts,SM_HW_Column_A_Base_9,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Base_9,ECE50DAD-4B2C-A881-0B36-F2AFDA1706B7,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10009.7,-26085.3,10570.4
Hogwarts,SM_HW_Column_A_Top_1,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Top_1,E56669FD-412C-0C02-53AC-76BDAEF1FCF8,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8526.6,-26341.0,12264.5
Hogwarts,SM_HW_Column_A_Top_12,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Top_12,7375C925-4FE6-BE88-6D26-C19EE468783F,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9750.4,-26433.1,12264.5
Hogwarts,SM_HW_Column_A_Top_13,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Top_13,EE13F2B2-40B0-97E7-4D4E-0087442FB4D6,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10007.0,-26078.7,12264.5
Hogwarts,SM_HW_Column_A_Top_14,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Top_14,52B2A139-4826-57A0-E5AA-FA9C16B770C9,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9927.3,-25630.4,12264.5
Hogwarts,SM_HW_Column_A_Top_2,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_Column_A_Top_2,DFC099FB-41B2-5363-5FCE-F4ADA8378A33,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8445.4,-25891.8,12264.5
Hogwarts,SM_HW_CrocketDetail_A_1,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_1,ACC4EFFE-401D-29B8-DC11-2BB917A3A684,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9981.6,-30022.5,8754.7
Hogwarts,SM_HW_CrocketDetail_A_10,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_10,FE7E4A4E-418A-37B1-E0B2-C581F705DA3E,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9736.2,-30065.4,8476.2
Hogwarts,SM_HW_CrocketDetail_A_11,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_11,2A3B4AE6-4D0D-0F3A-55D6-E99AC7653ACE,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9682.9,-30074.8,8387.2
Hogwarts,SM_HW_CrocketDetail_A_12,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_12,194A2F33-4DF5-CD63-D467-C19C38D05D83,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9631.3,-30083.9,8294.6
Hogwarts,SM_HW_CrocketDetail_A_2,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_2,B17552B9-4759-872C-3BC8-A584AAF5458B,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10033.3,-30013.4,8663.2
Hogwarts,SM_HW_CrocketDetail_A_3,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_3,02CDD05E-43BB-B703-5FE3-A29268CEF296,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10088.9,-30003.6,8571.8
Hogwarts,SM_HW_CrocketDetail_A_4,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_4,BD02ECA7-4E2F-542F-A7E5-30952330B79F,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10142.1,-29994.2,8476.2
Hogwarts,SM_HW_CrocketDetail_A_5,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_5,A412BDFF-4933-6328-A456-5DB6C8EB4274,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10194.2,-29985.1,8387.2
Hogwarts,SM_HW_CrocketDetail_A_6,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_6,FD1B56C0-46BA-FC54-643B-EAA06439778A,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10238.1,-29977.3,8294.6
Hogwarts,SM_HW_CrocketDetail_A_7,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_7,9CD8F24C-42C7-8CE2-8971-FE9C1C03EF8D,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9891.9,-30038.0,8754.7
Hogwarts,SM_HW_CrocketDetail_A_8,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_8,9195B16B-448C-A479-6923-9FB4F7ED6788,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9846.9,-30045.9,8663.2
Hogwarts,SM_HW_CrocketDetail_A_9,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/RENDER/Tower/SM_HW_CrocketDetail_A_9,9AE2FE1C-41A0-2CFB-45CC-B1A0B360870D,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9791.4,-30055.7,8571.8
Hogwarts,SM_HW_EH_Buttress_B_Wall,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_Buttress_B_Wall,305A4E32-4036-4E91-6EA3-FCB913829B9A,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-10466.3,-29572.7,8168.8
Hogwarts,SM_HW_EH_Buttress_B_Wall2,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_Buttress_B_Wall2,23222D71-46D6-166C-1E76-D391A0AF7262,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-9294.8,-29779.2,8168.8
Hogwarts,SM_HW_EH_ColumnBase_Large_PartA,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_ColumnBase_Large_PartA,35FB3BCA-4683-111E-6F7A-8793A2DA3A39,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8308.2,-28545.2,7315.0
Hogwarts,SM_HW_EH_ColumnBase_Large_PartA2,StaticMeshActor,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_ColumnBase_Large_PartA2,B22E9C28-466C-5C0D-ADF6-91AE800528EF,1,DL_OVERLAND;DL_RENDER,DL_HW_EXT,LI_Hogwarts > LI_EntranceHall_EXT,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT,,-8164.8,-27731.1,7315.0
