Confidence,Scope,ActorLabel,LayerToRemove,OwnRuntimeDataLayers,RemainingAfterRemoval,ContainingLevelInstance,Openness,Metric,CentreX,CentreY,CentreZ,Guid,SoftPath
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_39,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10165.1,-29107.9,8150.1,4AC850B9-479D-B285-6ED0-298524C2778E,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1723780102
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_40,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10186.3,-29229.8,8150.1,AEDD4230-42E9-990B-CAE8-C3AE7F4AB98B,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1723782103
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_42,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10165.1,-29107.9,8396.2,559C09A6-47D8-28B7-1468-8D938CCA84FA,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1732394105
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_43,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10186.3,-29229.8,8396.2,50BD8383-4A4D-B238-48C0-CC956ADDA2DE,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1732397106
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_45,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10165.1,-29107.9,8602.7,A4D4B279-4334-5775-C34B-3E9B6B56F982,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1739305108
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_46,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10186.3,-29229.8,8602.7,E560E323-432D-9982-E0E6-85ACD7CD83F6,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1739308109
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_48,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10165.1,-29107.9,8803.3,8E424CA3-44B5-DCB3-D55B-4C9A941A6DE2,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1750276111
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_49,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10186.3,-29229.8,8803.3,E9A25181-4D13-E4E0-AB12-7FB23B9E7BD3,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1750278112
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_51,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10165.1,-29107.9,9001.3,89824C87-4629-C4E1-0CBA-7D87B9C47FFB,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1758584114
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_52,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10186.3,-29229.8,9001.3,FF1BECCB-4A73-AE2B-B981-A29E7332C0A6,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86128102_1758586115
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_79,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10186.3,-29229.8,9223.0,8E1663D9-47E4-7683-3D5B-2DA14361020E,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86168102_1903032995
Confirmed,Hogwarts,SM_HW_EH_DoorFrame_ColumnDecor_B_80,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10165.1,-29107.9,9223.0,2DBA7ED2-4577-F648-F8DB-E494462886C2,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86168102_1903034996
Confirmed,Hogwarts,SM_HW_EH_JambKit_Column_Base_A7,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-8201.3,-26532.7,9843.2,FBBF8DD5-4224-964A-F6F2-ABB5CD95F29B,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB865F8202_1385107573
Confirmed,Hogwarts,SM_HW_EH_JambKit_Column_Base_A8,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-8072.9,-25846.8,9840.2,C9137E8B-4034-5158-3896-66AB55A88F88,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB865F8202_1392331574
Confirmed,Hogwarts,SM_HW_EH_Trim_Small_B47,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,0.000,dense-1470,-10847.5,-27458.9,7700.4,A3AF38BA-443F-ED3E-A2F4-73A1D1F8F767,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED9111FB902_1258341361
NoGeometry,Hogwarts,SM_HW_EH_ColumnBase_Large_PartD,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,,none,-10514.9,-29829.7,7300.0,94DBED3E-4996-86FB-30D1-9581E71A084F,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911C1B302_1706675502
NoGeometry,Hogwarts,SM_HW_EH_ColumnBase_Large_PartD2,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,,none,-8446.1,-29326.4,7300.0,36AD98FB-4206-B321-A63E-82A536C37C41,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911C1B302_1877977506
NoGeometry,Hogwarts,SM_HW_EH_ColumnBase_Large_PartE,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,,none,-9333.2,-30038.1,7300.0,03F9B149-4D69-5882-39FD-2F8F7CE0F793,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911C1B302_1804101503
NoGeometry,Hogwarts,SM_HW_EH_ColumnBase_Large_PartF,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,,none,-10514.9,-29829.7,7300.0,1BA1EE24-4FAA-E919-135E-D380DA345C23,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911C3B302_1377323859
NoGeometry,Hogwarts,SM_HW_EH_ColumnBase_Large_PartG,DL_OVERLAND,DL_OVERLAND,DL_HW_EXT,LI_EntranceHall_EXT,,none,-9333.2,-30038.1,7300.0,E92BBF85-4BF7-153B-F008-48B1933BFFC6,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911C3B302_1423226860
Provisional,Hogsmeade,SM_CobbleStreet_Block_A1072,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,9735.0,-69693.4,3522.6,D26F2125-4E88-BBC9-CE5E-6EBABA41959C,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7438FD02_1497553704
Provisional,Hogsmeade,SM_CobbleStreet_Block_A1098,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10226.9,-69403.5,3503.9,C893D172-4D7B-E1DD-C4F9-0CBDB263DAA1,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713662363
Provisional,Hogsmeade,SM_CobbleStreet_Block_A1100,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10142.5,-69134.9,3445.9,1E910F52-4F0D-883F-3F92-9099BF50D64D,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713672373
Provisional,Hogsmeade,SM_CobbleStreet_Block_A1101,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10090.2,-69005.3,3417.3,6D001897-49F8-D472-3CFC-1785290518E5,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713677378
Provisional,Hogsmeade,SM_CobbleStreet_Block_A1102,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10035.6,-68873.8,3386.8,A28142CB-4558-7E74-08F1-5FB8AC4D5D1C,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713682383
Provisional,Hogsmeade,SM_CobbleStreet_Block_B1370,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10152.1,-69160.7,3452.6,F43EE567-4AFD-631C-57CE-60929F46C30F,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713671372
Provisional,Hogsmeade,SM_CobbleStreet_Block_B1371,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10101.4,-69031.3,3421.6,7CD926B1-4EF7-849F-C1F1-B1A796662723,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713676377
Provisional,Hogsmeade,SM_CobbleStreet_Block_B1372,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10047.1,-68899.1,3393.4,2D9B1C06-40AB-97BC-3FA2-66867E7CA24E,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713680382
Provisional,Hogsmeade,SM_CobbleStreet_Block_C1178,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10202.9,-69326.1,3488.2,4628A93D-4CE2-05AA-8788-1B85BC693DCF,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713665366
Provisional,Hogsmeade,SM_CobbleStreet_Block_C1179,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10162.9,-69189.5,3459.5,38B2A6A4-4432-86B8-0BD8-D8BFECAF1F07,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713670371
Provisional,Hogsmeade,SM_CobbleStreet_Block_C1180,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10111.7,-69060.5,3429.5,A87A7F8C-43DA-9BED-2E8F-EABF2D437885,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713675376
Provisional,Hogsmeade,SM_CobbleStreet_Block_C1181,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10059.3,-68927.6,3398.4,F45D0536-423E-06AE-B410-EDA8A7D07804,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713680381
Provisional,Hogsmeade,SM_CobbleStreet_Block_D1869,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10210.6,-69352.3,3493.9,BCC42D21-4CA5-EEF7-F4DC-77972F068959,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713664365
Provisional,Hogsmeade,SM_CobbleStreet_Block_D1870,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10169.3,-69219.2,3465.8,E09CCCEA-4FD9-D645-065D-27A565253722,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713669370
Provisional,Hogsmeade,SM_CobbleStreet_Block_D1871,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10121.6,-69086.0,3435.7,DC877F32-4058-B1C6-455C-C99D43F3CC6B,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713674375
Provisional,Hogsmeade,SM_CobbleStreet_Block_D1872,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10069.7,-68954.1,3404.7,0844FC3C-4A7A-9383-C2D1-91AEF6771AA5,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713679380
Provisional,Hogsmeade,SM_CobbleStreet_Block_D1873,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10013.7,-68825.1,3378.4,D1E7596E-4E3C-14F7-E8E1-00A6EAFDA701,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713683385
Provisional,Hogsmeade,SM_CobbleStreet_Block_E1212,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,9724.9,-69668.0,3518.1,FC73E82F-4CD5-0881-D282-3FAD25C0671E,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7438FD02_1497552703
Provisional,Hogsmeade,SM_CobbleStreet_Block_E1237,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10218.2,-69377.7,3499.0,4AA165CD-4FDE-7612-CC53-9E9D54C43AFB,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713663364
Provisional,Hogsmeade,SM_CobbleStreet_Block_E1238,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10177.7,-69243.8,3469.9,9C26A320-466B-A32D-6BAB-6F890DF7E0A2,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713668369
Provisional,Hogsmeade,SM_CobbleStreet_Block_E1239,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10132.8,-69109.9,3440.7,C66F1D0F-4001-EB85-1946-E68E5C8D5F9D,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713673374
Provisional,Hogsmeade,SM_CobbleStreet_Block_E1240,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10080.7,-68978.6,3410.4,948C0537-4B4E-904F-552E-6EBBA4798656,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713678379
Provisional,Hogsmeade,SM_CobbleStreet_Block_E1241,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,10025.3,-68849.3,3381.8,C43E3B15-4BD8-13C2-25ED-2DA72B58E539,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F743BFD02_1713682384
Provisional,Hogsmeade,SM_HW_Apple_A24,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5398.6,-87088.0,5762.4,BAA8DDFC-4D67-76C7-53E4-E28959230C68,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897330953
Provisional,Hogsmeade,SM_HW_Apple_A39,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5357.2,-87036.5,5759.7,2CE4EA91-4A17-5BC9-6AC4-2AB6CDF40AF1,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897346968
Provisional,Hogsmeade,SM_HW_Apple_A41,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5398.6,-87088.0,5763.3,0D6E310D-4B7D-7273-E539-1ABB5CFDF13B,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897348970
Provisional,Hogsmeade,SM_HW_Apple_A42,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5391.3,-87084.9,5761.6,D410FAD4-4D81-C46E-AF6C-7CAF1F6AC5A2,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897350971
Provisional,Hogsmeade,SM_HW_Apple_A47,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5411.2,-87079.0,5762.9,72C13B38-4CE1-CECF-25FA-9789905D1849,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897356976
Provisional,Hogsmeade,SM_HW_Apple_A49,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5394.4,-87048.1,5761.9,39375008-4B1A-611F-8B40-3B90E75EDB97,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897358978
Provisional,Hogsmeade,SM_HW_Apple_C36,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5401.4,-87070.4,5761.7,8A050ECC-4F8B-5ABB-8FF0-A5855163E748,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897465071
Provisional,Hogsmeade,SM_HW_Apple_C37,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5382.6,-87070.7,5761.4,3A2BDE30-47DC-46B3-B16A-8387A8A352AC,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897466072
Provisional,Hogsmeade,SM_HW_Apple_C38,DL_OVERLAND,DL_OVERLAND,DL_HM_EXT,LI_HM_Streets_EXT,,coarse-182,5394.3,-87076.7,5761.5,3BA97861-49B3-7778-7C0D-EBB0782C935C,/Game/Environment/Population/Camp/LI_Camp_Crate_Food_A.LI_Camp_Crate_Food_A:PersistentLevel.StaticMeshActor_UAID_047BCBA9B047B9E302_1897467073
