ActorLabel,Class,OutlinerPath,Guid,PlacementCount,OwnDataLayers,InheritedDataLayers,LevelInstanceChain,OwningLevelAsset,ReferencedLevelAsset,CenterX,CenterY,CenterZ
LI_RiverBank_LargeStones_A04,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04,38FE8FB1-4D1F-1472-CD49-4DA0A15486D1,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04,10470.8,-69945.4,3468.7
LI_RiverBank_LargeStones_A04_noplants,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants,91FDEB89-4850-8150-3149-D6BCF07FD4A9,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,10611.2,-71236.4,3401.9
LI_RiverBank_LargeStones_A04_noplants10,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants10,6D0BF6BD-4CDC-2DDE-4536-F893F42899A4,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,6429.2,-74494.0,4055.0
LI_RiverBank_LargeStones_A04_noplants11,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants11,23B749A0-4266-A347-1778-44BE425C3714,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,5774.0,-74983.4,4075.0
LI_RiverBank_LargeStones_A04_noplants13,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants13,A8A2B1C7-4536-E827-5A33-629FCB49C924,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,5448.4,-75734.4,4068.6
LI_RiverBank_LargeStones_A04_noplants14,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants14,04C6A1AE-413C-C2ED-AFFD-BF9798330773,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,5515.2,-75914.6,4033.0
LI_RiverBank_LargeStones_A04_noplants15,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants15,AD359089-4BE4-2918-43F6-E9B40752924F,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,5395.9,-75537.7,4099.0
LI_RiverBank_LargeStones_A04_noplants2,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants2,4E0DADFD-4AEC-7B2A-52E3-0CB97840284C,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,10505.3,-70957.7,3396.9
LI_RiverBank_LargeStones_A04_noplants3,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants3,2B5D59B1-4DAB-0025-FEAF-74BD86DFAF1B,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,10386.5,-70581.6,3396.9
LI_RiverBank_LargeStones_A04_noplants4,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants4,4CF2ACB2-4CF9-C046-6C8E-0D9BC23C3835,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,11118.0,-70995.5,3339.5
LI_RiverBank_LargeStones_A04_noplants5,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants5,5AC1D9F2-4BC0-A91A-86BE-2AAFEC02E4AB,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,10952.7,-70836.1,3361.8
LI_RiverBank_LargeStones_A04_noplants6,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants6,D1D1CE0F-453C-FA19-D195-D8858F6270F7,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,6460.9,-81306.5,4010.2
LI_RiverBank_LargeStones_A04_noplants7,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants7,327000E2-40EC-944C-D140-1D85310E51C3,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,6727.1,-81466.2,4019.8
LI_RiverBank_LargeStones_A04_noplants8,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants8,57AC9331-43E9-0436-1203-CB8E4D3E6FFD,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,6025.3,-80912.6,4006.8
LI_RiverBank_LargeStones_A04_noplants9,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A04_noplants9,099AFE56-4C2F-C7D9-5127-4089B199333B,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04_noplants,6007.3,-74790.7,4069.9
LI_RiverBank_LargeStones_A05,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A05,4778C5CA-4B49-2134-8358-37AC94429E46,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A05,10198.3,-71214.3,3502.8
LI_RiverBank_LargeStones_A06,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A06,4BDEDE0E-415A-E287-4A36-8DB624279804,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A06,10774.5,-71001.5,3455.6
LI_RiverBank_LargeStones_A07,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A07,11F736D8-44DE-0287-A3E6-839AC509BB11,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,10745.4,-70057.5,3471.8
LI_RiverBank_LargeStones_A11,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A11,4B512561-44BC-9FBC-1AF8-D4AE3765E1D3,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,9605.4,-71248.3,3505.5
LI_RiverBank_LargeStones_A12,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A12,892D84E4-4DD1-D992-B06B-64B4284408CA,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,9567.7,-70627.7,3535.3
LI_RiverBank_LargeStones_A13,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A13,EA4A765F-4FD3-1319-B79E-F282BF41D6A8,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,9443.7,-71368.0,3496.0
LI_RiverBank_LargeStones_A14,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A14,BADAEC87-437E-801E-D3FA-45A010828E76,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,14500.1,-66339.6,3046.8
LI_RiverBank_LargeStones_A15,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A15,2AD4E39A-49ED-60FD-6A3B-DB999168809B,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,14146.6,-66763.5,3265.6
LI_RiverBank_LargeStones_A16,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A16,21A24039-4C1F-9B9C-A5B0-36BA04B628F2,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,14699.0,-66820.7,3236.8
LI_RiverBank_LargeStones_A26,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A26,6FB9945E-43CF-A199-E46B-B1A4B2720AF3,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A06,6382.1,-74613.8,4016.0
LI_RiverBank_LargeStones_A27,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A27,EE5D781E-474A-D782-0754-1E8B33E6ECE6,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A06,6963.2,-74823.1,3984.1
LI_RiverBank_LargeStones_A28,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A28,84370990-457F-E117-374F-2ABAACB0BF89,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A06,6950.0,-74445.9,3998.0
LI_RiverBank_LargeStones_A5,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A5,94A07780-43DC-C879-6E0A-7CB0EBB2428C,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A04,10748.1,-70355.3,3454.4
LI_RiverBank_LargeStones_A7,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A7,0AD23C6B-4956-16E0-5988-EDBE4759E280,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A06,10574.7,-70351.6,3485.0
LI_RiverBank_LargeStones_A8,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A8,217BC915-487A-F3DB-AC2E-1B89D0D3E862,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_River_LargeStones_A07,10955.9,-70091.7,3460.7
LI_RiverBank_LargeStones_A9,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_RiverBank_LargeStones_A9,54538D7A-409A-0728-9301-E8973A59CE1F,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/LA_RiverBank_LargeStones_A06,10067.1,-70532.8,3462.2
LI_WaterFall_A01,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A01,B91B6164-48F7-73BA-A6CE-919262C17583,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,14699.6,-66108.7,2907.3
LI_WaterFall_A10,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A10,C317288C-4465-FBBC-DC44-BB9855ED3445,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,12574.2,-70034.2,3360.1
LI_WaterFall_A11,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A11,05F1C3C2-4C1B-6E01-7669-41BC8B9BF978,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,12067.8,-70038.1,3360.1
LI_WaterFall_A12,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A12,61ADADAF-459E-C2D1-5D9B-88AE69AD298D,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,14113.1,-66825.2,3221.8
LI_WaterFall_A13,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A13,943E20B6-4EC3-787E-3DDE-D39BC8413AF0,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,14416.3,-67109.8,3221.8
LI_WaterFall_A14,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A14,DB3D7D20-4DC0-65C4-9B3F-A29BD99D5EF6,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,9010.8,-72111.4,3438.1
LI_WaterFall_A15,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A15,3D425D9B-412F-5F61-FA09-20A50C67E48C,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,9361.0,-72452.6,3438.1
LI_WaterFall_A16,LevelInstance,LV_Overland/Region/Hogwarts Valley/Hogsmeade_RiverBlockout/LI_Hogsmeade_River/LI_WaterFall_A16,EEE3A72C-4041-B8D2-D0F2-96B040EEAA13,1,DL_HOGSMEADE;DL_OVERLAND,DL_HM_EXT;DL_HOGSMEADE,LI_Hogsmeade_River,/Game/Environment/River/LI_Hogsmeade_River,/Game/Environment/River/LevelActors/RiverBanks_Large_Stones/Blockout/LA_WaterFall_A01,8110.7,-73839.6,3811.6
